PredictionDate;MatchDate;LeagueId;Round;Home;Away;Score;Band;HG;AG;Goals;Over25;BTTS;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic_2026;37;Tobacco Road;Port City;76.62;ALTA;2;3;5;OK;OK;Ranking gap: 0.402 | Attacco casa: 1.85/gara | Difesa trasferta subisce: 2.46/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;8.04;18.46;;;24.62;12.0;13.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic_2026;37;Salem City;Wake FC;75.69;ALTA;1;0;1;KO;KO;Ranking gap: 0.375 | Attacco casa: 1.77/gara | Difesa trasferta subisce: 2.92/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;7.5;17.69;;;25.0;12.0;13.5;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLQueensland_2026;19;Gold Coast Knights;Brisbane City;74.2;MEDIA-ALTA;0;0;0;KO;KO;Ranking gap: 0.113 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 2.29/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;2.26;25.0;;;22.94;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Mountain_2026;26;Atletico Union;Flatirons;73.55;MEDIA-ALTA;2;1;3;OK;OK;Ranking gap: 0.455 | Attacco casa: 1.55/gara | Difesa trasferta subisce: 2.90/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.90;9.1;15.45;;;25.0;10.5;13.5;;;;2.0.0
2026-07-12;2026-07-12;Estonia_Esiliiga_2026;21;Nomme Utd U21;Flora U21;73.5;MEDIA-ALTA;1;1;2;KO;OK;Ranking gap: 0.219 | Attacco casa: 2.06/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00;4.38;20.62;;;20.0;13.5;15.0;;;;2.0.0
2026-07-12;2026-07-12;Estonia_EsiliigaB_2026;19;Johvi Phoenix;Parnu JK Vaprus U21;73.43;MEDIA-ALTA;4;2;6;OK;OK;Ranking gap: 0.101 | Attacco casa: 2.53/gara | Difesa trasferta subisce: 1.94/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 1.00;2.02;25.0;;;19.41;12.0;15.0;;;;2.0.0
2026-07-12;2026-07-12;Finland_Kakkonen_GroupC_2026;14;Narpes Kraft;VPS 2;73.13;MEDIA-ALTA;3;2;5;OK;OK;Ranking gap: 0.027 | Attacco casa: 3.27/gara | Difesa trasferta subisce: 1.91/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00;0.54;25.0;;;19.09;13.5;15.0;;;;2.0.0
2026-07-12;2026-07-12;Finland_Kakkonen_GroupC_2026;14;Vaajakoski;Jaro 2;72.84;MEDIA-ALTA;5;2;7;OK;OK;Ranking gap: 0.283 | Attacco casa: 1.82/gara | Difesa trasferta subisce: 2.82/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;5.66;18.18;;;25.0;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision_2026;18;Atlanta United 2;Inter Miami II;72.3;MEDIA-ALTA;4;1;5;OK;OK;Ranking gap: 0.283 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 2.36/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;5.66;25.0;;;23.64;9.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;Iceland_BestaDeildKarla_2026;19;KR Reykjavik;Vestmannaeyjar;71.7;MEDIA-ALTA;5;2;7;OK;OK;Ranking gap: 0.210 | Attacco casa: 3.43/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;4.2;25.0;;;20.0;13.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic_2026;37;Charlotte Independ. 2;North Carolina FC U23;71.48;MEDIA-ALTA;3;1;4;OK;OK;Ranking gap: 0.594 | Attacco casa: 2.08/gara | Difesa trasferta subisce: 2.08/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.70;11.88;20.77;;;20.83;7.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;Iceland_Division_2_2026;23;Kari;KFA;71.04;MEDIA-ALTA;2;2;4;OK;OK;Ranking gap: 0.102 | Attacco casa: 2.64/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;2.04;25.0;;;20.0;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLNorthernNSW_2026;19;Broadmeadow;Newcastle Olympic;70.71;MEDIA-ALTA;2;1;3;OK;OK;Ranking gap: 0.353 | Attacco casa: 2.76/gara | Difesa trasferta subisce: 1.76/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;7.06;25.0;;;17.65;12.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Heartland_2026;24;St. Croix;Rockford Raptors;70.52;MEDIA-ALTA;3;0;3;OK;KO;Ranking gap: 0.401 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;8.02;20.0;;;20.0;13.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPL_NSW_U20_2026;24;Sydney Utd U20;Rockdale Ilinden U20;70.39;MEDIA-ALTA;6;0;6;OK;KO;Ranking gap: 0.281 | Attacco casa: 3.09/gara | Difesa trasferta subisce: 1.73/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;5.62;25.0;;;17.27;10.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_LoneStar_2026;26;Houston Sur;San Antonio FC 2;70.37;MEDIA-ALTA;;;;;;Ranking gap: 0.698 | Attacco casa: 0.82/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;13.96;8.18;;;22.73;13.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southeast_2026;25;Nona;Inter Gainesville;69.68;MEDIA-ALTA;2;2;4;OK;OK;Ranking gap: 0.661 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 1.88/gara | Over25 casa ultime10: 0.56 | Over25 trasferta ultime10: 0.62;13.22;20.0;;;18.75;8.33;9.38;;;;2.0.0
2026-07-12;2026-07-12;Estonia_EsiliigaB_2026;19;Levadia U19;Tallinna Kalev U21;69.51;MEDIA-ALTA;4;1;5;OK;OK;Ranking gap: 0.115 | Attacco casa: 2.29/gara | Difesa trasferta subisce: 2.18/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;2.3;22.94;;;21.76;10.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthCentral_2026;21;Dothan United;Apotheos;68.51;MEDIA-ALTA;;;;;;Ranking gap: 0.630 | Attacco casa: 2.18/gara | Difesa trasferta subisce: 1.91/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.50;12.6;21.82;;;19.09;7.5;7.5;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLQueenslandU23_2026;19;Queensland Lions U23;Eastern Suburbs U23;68.5;MEDIA-ALTA;1;1;2;KO;OK;Ranking gap: 0.178 | Attacco casa: 2.59/gara | Difesa trasferta subisce: 1.29/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.90;3.56;25.0;;;12.94;13.5;13.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidSouth_2026;19;Red River;Mississippi Brilla;68.23;MEDIA-ALTA;1;5;6;OK;OK;Ranking gap: 0.348 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 1.73/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;6.96;20.0;;;17.27;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Northwest_2026;34;West Seattle Junction;Portland Bangers;67.26;MEDIA-ALTA;0;2;2;KO;KO;Ranking gap: 0.538 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 1.42/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.60;10.76;18.33;;;14.17;15.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley_2026;25;Kings Hammer Columbus;Toledo Villa;66.96;MEDIA-ALTA;4;2;6;OK;OK;Ranking gap: 0.423 | Attacco casa: 1.40/gara | Difesa trasferta subisce: 2.50/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;8.46;14.0;;;25.0;9.0;10.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Heartland_2026;24;Edgewater Castle;Minneapolis City;66.86;MEDIA-ALTA;0;4;4;OK;KO;Ranking gap: 0.936 | Attacco casa: 1.36/gara | Difesa trasferta subisce: 0.60/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.90;18.72;13.64;;;6.0;15.0;13.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic_2026;29;Reading;LVU Rush;66.82;MEDIA-ALTA;;;;;;Ranking gap: 0.532 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 1.38/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.90;10.64;18.33;;;13.85;10.5;13.5;;;;2.0.0
2026-07-12;2026-07-12;Iceland_Division_2_2026;23;Kormakur/Hvot;Olafsvik;66.57;MEDIA-ALTA;0;0;0;KO;KO;Ranking gap: 0.051 | Attacco casa: 2.36/gara | Difesa trasferta subisce: 2.09/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;1.02;23.64;;;20.91;10.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatLakes_2026;23;Ann Arbor;Kalamazoo FC;66.41;MEDIA-ALTA;;;;;;Ranking gap: 0.348 | Attacco casa: 1.82/gara | Difesa trasferta subisce: 1.73/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;6.96;18.18;;;17.27;13.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthCentral_2026;21;Columbus United;East Atlanta;66.26;MEDIA-ALTA;;;;;;Ranking gap: 0.606 | Attacco casa: 1.36/gara | Difesa trasferta subisce: 2.40/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.70;12.12;13.64;;;24.0;6.0;10.5;;;;2.0.0
2026-07-12;2026-07-12;Estonia_EsiliigaB_2026;19;Tammeka U21;Narva U21;66.21;MEDIA-ALTA;2;1;3;OK;OK;Ranking gap: 0.021 | Attacco casa: 2.82/gara | Difesa trasferta subisce: 1.53/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;0.42;25.0;;;15.29;13.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLQueensland_2026;19;Queensland Lions;Eastern Suburbs;66.13;MEDIA-ALTA;1;0;1;KO;KO;Ranking gap: 0.167 | Attacco casa: 2.82/gara | Difesa trasferta subisce: 1.53/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;3.34;25.0;;;15.29;10.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;Norway_Eliteserien_2026;19;Brann;Start;65.99;MEDIA-ALTA;2;1;3;OK;OK;Ranking gap: 0.083 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 2.33/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;1.66;20.0;;;23.33;12.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLQueenslandU23_2026;19;Gold Coast Blaze U23;Olympic FC U23;65.36;MEDIA-ALTA;7;1;8;OK;OK;Ranking gap: 0.035 | Attacco casa: 2.12/gara | Difesa trasferta subisce: 1.94/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;0.7;21.25;;;19.41;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidSouth_2026;19;Memphis FC;Jackson Boom;65.31;MEDIA-ALTA;4;2;6;OK;OK;Ranking gap: 0.479 | Attacco casa: 1.27/gara | Difesa trasferta subisce: 3.09/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;9.58;12.73;;;25.0;9.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Mountain_2026;26;Colorado Storm;Albion Colorado;65.09;MEDIA-ALTA;4;0;4;OK;KO;Ranking gap: 0.468 | Attacco casa: 2.55/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;9.36;25.0;;;12.73;9.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake_2026;27;Lionsbridge;Charlottesville Blues;64.58;MEDIA-ALTA;;;;;;Ranking gap: 0.429 | Attacco casa: 3.54/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;8.58;25.0;;;10.0;12.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest_2026;28;AMSG FC;Southern California;64.21;MEDIA-ALTA;1;2;3;OK;OK;Ranking gap: 0.381 | Attacco casa: 0.91/gara | Difesa trasferta subisce: 2.55/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;7.62;9.09;;;25.0;12.0;10.5;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLQueenslandU23_2026;19;QLD State Team U17;Rochedale U23;64.16;MEDIA-ALTA;1;3;4;OK;OK;Ranking gap: 0.313 | Attacco casa: 2.19/gara | Difesa trasferta subisce: 1.35/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;6.26;21.88;;;13.53;13.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_CentralDivision_2026;19;Houston Dynamo 2;St. Louis City 2;63.92;MEDIA-ALTA;2;1;3;OK;OK;Ranking gap: 0.123 | Attacco casa: 2.80/gara | Difesa trasferta subisce: 1.85/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;2.46;25.0;;;18.46;9.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;Iceland_Division_2_2026;23;Dalvik/Reynir;Fjolnir;63.77;MEDIA-ALTA;1;4;5;OK;OK;Ranking gap: 0.109 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;2.18;19.09;;;20.0;10.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;Finland_Kakkonen_GroupC_2026;14;SJK Akatemia 2;TP-47;62.4;MEDIA-ALTA;0;0;0;KO;KO;Ranking gap: 0.027 | Attacco casa: 1.73/gara | Difesa trasferta subisce: 1.91/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;0.54;17.27;;;19.09;13.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_NortheastDivision_2026;19;Philadelphia II;Huntsville;61.82;MEDIA-ALTA;0;0;0;KO;KO;Ranking gap: 0.160 | Attacco casa: 1.46/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 1.00;3.2;14.62;;;20.0;9.0;15.0;;;;2.0.0
2026-07-12;2026-07-12;Sweden_Allsvenskan_2026;17;Malmo FF;Göteborg;61.07;MEDIA-ALTA;4;0;4;OK;KO;Ranking gap: 0.108 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 2.18/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;2.16;19.09;;;21.82;10.5;7.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley_2026;25;Northern Indiana;Dayton;60.76;MEDIA-ALTA;3;2;5;OK;OK;Ranking gap: 0.388 | Attacco casa: 1.80/gara | Difesa trasferta subisce: 1.70/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;7.76;18.0;;;17.0;10.5;7.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan_2026;26;Hudson Valley;Cedar;60.71;MEDIA-ALTA;2;2;4;OK;OK;Ranking gap: 0.324 | Attacco casa: 2.27/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.40;6.48;22.73;;;12.0;13.5;6.0;;;;2.0.0
2026-07-12;2026-07-12;Iceland_Division_2_2026;23;Throttur Vogar;KFG Gardabaer;60.66;MEDIA-ALTA;5;1;6;OK;OK;Ranking gap: 0.051 | Attacco casa: 1.36/gara | Difesa trasferta subisce: 2.91/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;1.02;13.64;;;25.0;9.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger_2026;21;McKinney Chupacabras;Texoma;59.9;MEDIA;1;2;3;OK;OK;Ranking gap: 0.356 | Attacco casa: 2.11/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.78;7.12;21.11;;;10.0;10.0;11.67;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest_2026;28;Stars FC;Capo;59.77;MEDIA;3;3;6;OK;OK;Ranking gap: 0.336 | Attacco casa: 1.45/gara | Difesa trasferta subisce: 2.20/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.60;6.72;14.55;;;22.0;7.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NSWLeagueOne_2026;24;Central Coast Mariners U23;Blacktown Spartans;59.76;MEDIA;0;2;2;KO;KO;Ranking gap: 0.295 | Attacco casa: 1.77/gara | Difesa trasferta subisce: 1.36/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;5.9;17.73;;;13.64;12.0;10.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic_2026;29;PA Classics;West Chester Utd;59.65;MEDIA;;;;;;Ranking gap: 0.499 | Attacco casa: 1.67/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;9.98;16.67;;;15.0;10.5;7.5;;;;2.0.0
2026-07-12;2026-07-12;Australia_NorthernNSWStateLeague_2026;14;Toronto Awaba Stags;Wallsend Red Devils;59.28;MEDIA;2;2;4;OK;OK;Ranking gap: 0.495 | Attacco casa: 1.23/gara | Difesa trasferta subisce: 1.31/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;9.9;12.31;;;13.08;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;Finland_Kakkonen_GroupA_2026;13;Lahden Reipas;HIFK;59.2;MEDIA;1;1;2;KO;OK;Ranking gap: 0.135 | Attacco casa: 2.20/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;2.7;22.0;;;12.0;13.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatForest_2026;25;Lorain County Leviathan;Steel City;58.97;MEDIA;;;;;;Ranking gap: 0.535 | Attacco casa: 2.45/gara | Difesa trasferta subisce: 0.27/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.40;10.7;24.55;;;2.73;15.0;6.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLQueensland_2026;19;Gold Coast;Olympic FC;58.56;MEDIA;3;0;3;OK;KO;Ranking gap: 0.211 | Attacco casa: 1.12/gara | Difesa trasferta subisce: 2.06/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;4.22;11.25;;;20.59;10.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPL_NSW_U20_2026;24;Marconi S. U20;WS Wanderers U20;57.93;MEDIA;3;1;4;OK;OK;Ranking gap: 0.094 | Attacco casa: 1.73/gara | Difesa trasferta subisce: 2.23/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.50;1.88;17.27;;;22.27;9.0;7.5;;;;2.0.0
2026-07-12;2026-07-12;Iceland_BestaDeildKarla_2026;19;Hafnarfjordur;Valur;56.89;MEDIA;2;0;2;KO;KO;Ranking gap: 0.213 | Attacco casa: 1.38/gara | Difesa trasferta subisce: 1.93/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;4.26;13.85;;;19.29;10.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_NortheastDivision_2026;19;Chicago Fire II;New York Red Bulls II;56.73;MEDIA;3;0;3;OK;KO;Ranking gap: 0.100 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.80;2.0;15.0;;;12.73;15.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;Iceland_BestaDeildKarla_2026;19;Akureyri;Akranes;56.03;MEDIA;3;2;5;OK;OK;Ranking gap: 0.059 | Attacco casa: 1.46/gara | Difesa trasferta subisce: 1.92/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;1.18;14.62;;;19.23;10.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;Sweden_Allsvenskan_2026;17;Hammarby;Kalmar;55.92;MEDIA;2;0;2;KO;KO;Ranking gap: 0.131 | Attacco casa: 2.17/gara | Difesa trasferta subisce: 1.36/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;2.62;21.67;;;13.64;9.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLNorthernNSW_2026;19;Valentine;Kahibah;55.85;MEDIA;3;2;5;OK;OK;Ranking gap: 0.039 | Attacco casa: 0.88/gara | Difesa trasferta subisce: 2.38/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 1.00;0.78;8.82;;;23.75;7.5;15.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NorthernNSWStateLeague_2026;14;West Wallsend;New Lambton;55.48;MEDIA;;;;;;Ranking gap: 0.145 | Attacco casa: 1.85/gara | Difesa trasferta subisce: 1.46/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;2.9;18.46;;;14.62;10.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_PacificDivision_2026;20;Real Monarchs;Vancouver 2;55.22;MEDIA;2;1;3;OK;OK;Ranking gap: 0.092 | Attacco casa: 1.54/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;1.84;15.38;;;20.0;9.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;Iceland_Division_2_2026;23;Magni;Haukar;55.13;MEDIA;2;5;7;OK;OK;Ranking gap: 0.268 | Attacco casa: 1.45/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;5.36;14.55;;;12.73;10.5;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic_2026;37;Hickory;Asheville City;55.13;MEDIA;0;0;0;KO;KO;Ranking gap: 0.338 | Attacco casa: 2.15/gara | Difesa trasferta subisce: 0.58/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.50;6.76;21.54;;;5.83;13.5;7.5;;;;2.0.0
2026-07-12;2026-07-12;Sweden_Allsvenskan_2026;17;Västerås SK;Degerfors;54.42;MEDIA;2;0;2;KO;KO;Ranking gap: 0.064 | Attacco casa: 1.82/gara | Difesa trasferta subisce: 1.55/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;1.28;18.18;;;15.45;12.0;7.5;;;;2.0.0
2026-07-12;2026-07-12;Sweden_Allsvenskan_2026;17;Brommapojkarna;Sirius;54.23;MEDIA;1;2;3;OK;OK;Ranking gap: 0.125 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;2.5;15.0;;;12.73;12.0;12.0;;;;2.0.0
2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_PacificDivision_2026;20;Los Angeles FC 2;Portland Timbers 2;53.86;MEDIA;0;0;0;KO;KO;Ranking gap: 0.074 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 1.45/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;1.48;18.33;;;14.55;10.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest_2026;28;Redlands FC;Ventura;53.77;MEDIA;1;1;2;KO;OK;Ranking gap: 0.350 | Attacco casa: 2.18/gara | Difesa trasferta subisce: 0.55/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;7.0;21.82;;;5.45;10.5;9.0;;;;2.0.0
2026-07-12;2026-07-12;Belarus_PershayaLiga_2026;16;Volna Pinsk;Soligorsk;53.57;MEDIA;2;4;6;OK;OK;Ranking gap: 0.014 | Attacco casa: 1.64/gara | Difesa trasferta subisce: 1.29/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;0.28;16.43;;;12.86;13.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger_2026;21;Lubbock Matadors;West Texas;53.12;MEDIA;0;2;2;KO;KO;Ranking gap: 0.342 | Attacco casa: 1.10/gara | Difesa trasferta subisce: 1.78/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.67;6.84;11.0;;;17.78;7.5;10.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_QueenslandPremierLeague_2026;20;Sunshine Coast Wanderers;Brisbane Strikers;53.11;MEDIA;0;2;2;KO;KO;Ranking gap: 0.135 | Attacco casa: 2.12/gara | Difesa trasferta subisce: 0.82/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;2.7;21.18;;;8.24;10.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;Somalia_NationalLeague_2026;19;Raadsan;Heegan;52.73;MEDIA;0;4;4;OK;KO;Ranking gap: 0.458 | Attacco casa: 1.38/gara | Difesa trasferta subisce: 0.88/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;9.16;13.75;;;8.82;10.5;10.5;;;;2.0.0
2026-07-12;2026-07-12;Belarus_PershayaLiga_2026;16;Gomel 2;BumProm Gomel;52.4;MEDIA;1;1;2;KO;OK;Ranking gap: 0.070 | Attacco casa: 1.57/gara | Difesa trasferta subisce: 1.43/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;1.4;15.71;;;14.29;12.0;9.0;;;;2.0.0
2026-07-12;2026-07-12;Australia_NPLNSW_2026;24;Marconi;WS Wanderers U21;52.14;MEDIA;3;0;3;OK;KO;Ranking gap: 0.273 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 1.41/gara | Over25 casa ultime10: 0.20 | Over25 trasferta ultime10: 0.70;5.46;19.09;;;14.09;3.0;10.5;;;;2.0.0
